14,46,19,74,25,22,80,61,47,86,40,91,6,11,59,54,20,73,42,18,85,36,29,81,13,0,16,98,65,37,63,17,48,55,12,41,87,31,69,38,71,99,83,4,66,82,9,84,1,52,57,79,93,2,96,27,95,78,75,51,35,89,58,94,90,30,88,3,32,43,28,45,5,44,70,72,7,53,39,34,76,50,67,33,26,21,92,77,62,64,97,56,10,8,60,24,15,68,49,23
66,69,10,68,23,44,18,36,65,41,59,20,28,99,60,55,4,25,84,37,47,6,27,91,90,32,86,12,24,57,35,71,54,42,29,0,49,75,62,78,85,2,72,93,30,58,87,1,77,94,22,14,98,92,95,74,50,82,16,31,38,63,70,8,53,51,64,43,39,83,19,21,56,67,73,15,48,89,40,79,11,7,9,88,17,45,46,96,76,5,13,26,81,97,34,33,80,61,52,3
55,32,39,62,57,79,22,98,49,51,5,29,18,33,99,10,63,3,48,15,14,31,4,66,59,85,47,58,82,13,36,80,23,21,73,9,69,89,96,86,40,0,95,90,71,6,44,53,92,50,2,97,11,27,43,12,61,54,7,87,91,74,1,19,26,64,37,77,17,94,42,16,30,35,25,83,34,28,41,68,76,38,52,8,72,60,20,24,81,75,65,84,78,46,56,70,93,67,45,88
29,94,31,50,55,27,71,48,93,74,78,5,99,84,49,32,14,61,45,90,28,34,58,86,79,2,67,0,4,97,8,15,47,25,75,88,96,22,85,6,44,41,20,7,83,39,56,62,59,66,52,35,64,98,1,89,82,80,70,9,51,42,63,10,19,3,91,87,26,40,69,76,60,18,16,65,43,13,21,73,23,17,77,33,81,53,95,57,12,11,72,37,30,54,38,68,46,24,36,92
36,67,7,1,62,48,45,74,31,4,66,76,65,79,42,78,33,60,13,50,12,40,95,86,58,28,80,68,2,46,87,55,25,59,10,61,69,96,70,18,11,57,90,52,89,56,23,24,43,91,97,88,83,15,32,20,63,3,64,21,85,41,9,34,14,29,35,30,47,82,19,93,0,27,44,6,94,49,75,37,22,38,84,99,71,39,77,54,26,51,16,98,92,5,17,72,81,73,8,53
57,79,9,52,92,82,1,24,20,64,85,25,37,17,97,80,66,54,8,69,46,58,86,75,98,12,19,81,87,35,3,7,50,22,40,21,38,60,33,78,91,77,49,73,28,15,26,14,74,56,11,96,27,71,6,44,16,45,4,62,83,84,5,41,42,63,94,95,0,30,34,72,68,93,89,32,51,36,88,53,13,39,67,70,90,76,10,55,61,23,47,43,59,48,31,2,99,18,29,65
55,36,17,54,89,15,90,60,25,53,37,38,26,81,19,12,24,47,94,57,27,18,20,59,79,58,31,78,70,93,5,97,42,16,88,23,51,71,8,39,22,62,3,32,0,43,76,2,91,87,56,83,65,69,75,44,21,46,80,99,82,72,41,34,96,95,35,86,14,28,84,66,61,45,4,74,77,6,49,92,7,64,85,52,50,13,63,98,9,1,11,67,48,30,68,73,10,29,40,33
66,18,73,55,4,7,64,20,37,81,78,72,96,57,80,49,60,70,87,25,27,24,16,53,99,41,92,76,71,75,67,10,83,12,0,39,91,54,74,77,46,43,84,98,62,63,15,8,38,3,33,13,93,14,52,5,59,82,35,51,97,11,50,42,61,26,68,69,65,30,9,23,47,1,89,48,17,79,32,95,90,44,45,94,56,58,40,6,31,36,21,29,22,85,34,19,88,2,86,28
12,46,62,1,53,18,98,80,68,84,45,63,42,89,43,73,27,37,61,14,11,65,24,55,76,50,66,44,13,77,88,8,47,17,95,21,38,75,92,79,33,71,59,2,48,96,25,83,0,28,26,22,34,49,74,70,19,85,16,39,41,81,78,30,5,67,69,57,6,94,29,72,51,23,99,90,3,54,97,35,20,4,64,60,10,9,87,31,91,7,36,82,52,86,93,40,15,58,32,56
6,22,21,35,44,31,67,84,15,78,7,68,49,52,83,98,42,17,96,85,82,74,20,86,24,47,81,10,55,23,66,70,61,53,92,57,76,33,26,50,2,40,93,73,25,32,77,34,30,4,63,8,95,13,18,56,38,75,16,71,1,80,90,65,43,64,51,48,36,88,69,45,62,0,46,60,41,28,99,27,19,9,3,5,39,94,91,11,89,14,58,37,54,29,59,72,97,12,79,87
45,7,36,27,49,18,68,57,95,73,4,13,90,55,60,10,37,79,82,25,72,88,28,0,84,35,2,11,78,42,65,19,47,53,43,81,91,97,6,38,40,26,41,75,23,22,69,67,44,98,93,61,17,51,89,50,8,62,14,66,77,52,94,87,34,32,58,1,3,30,96,46,5,92,33,63,39,21,71,29,76,20,59,9,48,31,83,64,85,16,54,74,80,99,15,24,12,56,86,70
89,21,14,6,64,34,75,55,72,32,82,91,22,61,16,7,44,20,92,4,98,68,12,93,54,56,78,84,17,97,46,40,49,1,71,96,36,41,15,30,48,52,65,79,45,57,24,13,60,73,53,74,25,77,19,51,8,90,88,10,87,27,47,3,43,35,80,59,5,99,63,58,85,0,70,66,69,86,39,31,83,23,95,37,50,62,2,67,29,11,81,18,33,28,76,9,94,26,42,38
35,4,62,74,19,43,45,13,58,40,93,85,20,50,51,88,25,65,81,55,11,63,90,61,18,41,1,30,17,98,27,14,59,97,5,54,7,22,8,71,37,56,10,78,26,64,15,12,32,99,52,24,38,79,60,49,67,75,9,80,92,82,42,39,73,36,57,91,84,23,69,2,86,83,34,66,44,47,46,53,94,29,76,6,68,72,96,77,48,95,16,89,3,31,0,21,33,70,28,87
43,79,52,83,32,51,23,12,78,54,92,57,36,28,14,49,29,56,62,93,53,73,72,7,64,34,48,85,25,70,60,95,37,87,40,99,67,74,27,13,9,97,71,84,22,58,50,96,86,20,45,6,18,89,63,61,88,82,94,5,16,19,26,47,41,30,76,11,68,90,66,91,3,69,24,15,21,4,8,33,77,17,39,2,42,80,35,10,38,1,55,65,46,81,44,0,31,75,59,98
47,12,81,77,76,26,35,40,84,74,14,83,51,48,58,25,13,97,53,21,72,73,57,6,11,85,43,10,98,62,4,82,65,5,75,80,50,99,27,20,3,89,86,18,16,24,19,31,61,42,39,45,69,56,68,17,8,15,38,87,29,32,23,44,52,94,78,37,2,9,46,1,55,30,36,91,59,96,66,33,64,95,34,63,70,28,22,71,92,41,49,93,67,88,90,7,0,79,54,60
76,55,49,33,61,43,90,51,53,26,56,58,30,45,74,94,11,70,82,83,35,17,72,66,52,5,15,24,64,85,86,21,22,19,20,96,68,98,42,37,99,71,29,97,31,18,57,80,67,54,73,87,92,13,14,84,79,46,48,0,95,59,38,34,44,75,40,81,7,2,60,6,88,78,4,65,93,9,16,36,32,28,1,50,23,41,3,39,91,25,8,10,12,77,47,27,69,62,89,63
98,33,27,69,9,63,82,13,92,12,65,94,3,18,50,93,53,64,10,81,8,57,30,55,85,24,73,7,70,90,71,86,4,91,15,78,87,51,88,26,97,89,49,25,62,48,16,2,14,76,23,32,74,59,83,77,72,42,34,35,60,22,40,58,56,95,54,43,41,75,67,84,96,38,80,11,36,28,5,79,68,39,52,37,61,29,21,6,47,66,19,0,20,1,44,45,99,31,17,46
13,78,25,99,49,48,8,84,30,47,42,70,45,61,52,10,76,90,83,21,53,20,46,22,63,27,3,81,33,94,54,57,67,28,55,98,2,36,86,18,50,66,68,97,23,93,5,0,44,39,12,37,34,29,91,41,85,60,87,89,7,80,92,4,31,26,96,64,38,16,35,88,65,43,59,56,14,6,32,9,75,74,71,51,15,72,62,79,82,69,73,95,58,11,19,17,1,40,24,77
6,95,87,11,33,2,94,76,62,38,64,80,16,41,24,86,39,50,42,17,77,91,59,51,10,88,44,18,22,92,85,73,49,75,89,29,19,83,93,7,78,15,28,70,32,26,97,52,84,79,1,14,72,98,36,43,8,65,48,99,54,34,46,5,82,37,47,58,69,25,81,31,61,68,20,45,63,40,27,74,71,66,55,56,23,60,4,0,35,90,3,13,21,67,9,96,53,30,57,12
58,77,33,23,25,55,2,21,56,1,66,92,64,39,29,12,5,26,86,27,35,74,96,38,13,95,67,53,63,49,51,9,99,20,36,81,40,14,83,24,48,98,61,8,10,88,0,42,41,84,90,79,78,46,76,85,47,17,18,68,82,6,57,60,28,62,22,54,52,87,73,11,15,91,97,3,45,43,7,89,19,70,32,50,80,31,34,69,71,72,75,94,30,59,93,4,65,16,44,37
95,96,17,14,7,20,85,10,19,24,64,1,50,70,61,16,82,63,8,67,69,31,58,90,13,73,11,79,28,22,97,15,98,41,38,77,54,32,93,78,40,49,46,30,71,27,51,9,57,0,43,47,94,88,23,92,29,44,2,12,68,81,3,76,33,66,48,80,60,36,26,35,18,55,4,62,99,25,83,5,65,45,87,53,89,84,75,6,72,37,59,42,21,34,56,52,74,91,39,86
27,58,9,37,87,69,86,66,43,98,92,47,30,63,72,46,76,52,11,51,61,36,53,75,68,20,91,31,94,44,85,40,78,17,7,23,39,18,80,3,60,56,1,41,55,74,22,95,62,5,70,28,96,16,14,93,38,21,73,2,15,29,97,90,82,25,0,57,54,33,6,42,24,88,79,81,67,84,35,71,99,34,12,83,19,89,13,26,10,32,64,50,59,49,65,4,8,48,45,77
99,37,84,32,67,23,13,89,27,95,88,49,3,80,5,36,61,72,29,47,0,40,45,34,15,69,12,41,73,39,6,26,19,63,52,92,97,1,30,11,62,91,38,77,22,18,28,10,31,74,79,42,56,44,7,78,98,94,85,16,96,57,8,33,17,58,90,51,55,83,48,54,60,87,82,71,59,64,24,70,68,2,93,81,43,25,46,4,21,66,14,75,20,35,53,9,76,50,65,86
60,1,51,64,13,63,91,74,43,5,89,87,6,52,36,23,96,48,68,85,26,33,69,58,49,25,92,15,88,12,44,31,82,76,45,0,37,4,84,73,66,11,21,83,97,90,30,95,7,54,10,59,41,38,20,71,86,14,50,28,3,94,2,29,56,39,57,32,9,53,93,46,16,62,27,47,70,22,98,81,35,77,19,72,34,8,24,80,79,18,55,61,75,67,99,78,40,42,65,17
59,66,83,22,75,19,50,74,17,38,99,23,47,51,18,8,73,93,56,55,36,63,94,30,77,43,58,68,40,85,64,78,86,15,35,7,82,84,1,98,61,57,5,27,96,71,97,60,2,81,92,29,11,37,67,6,9,54,87,62,79,88,25,76,39,16,14,49,69,34,70,52,72,12,90,20,31,28,26,45,33,89,32,4,95,10,3,42,48,0,53,91,46,44,24,21,65,80,41,13
9,37,92,84,21,77,89,34,59,33,68,12,86,17,70,61,78,82,66,65,49,80,74,95,48,19,16,15,72,53,96,55,56,24,76,22,83,63,13,54,58,45,81,40,41,31,23,85,18,8,71,26,36,98,39,79,57,29,75,90,5,62,30,88,1,43,4,2,27,32,64,28,20,6,60,69,46,94,91,14,35,42,52,50,97,38,73,51,93,7,99,10,47,87,25,67,3,0,44,11
31,40,25,14,68,45,90,80,64,49,83,34,89,24,87,0,71,95,27,23,28,93,1,75,44,78,19,56,42,85,10,11,81,96,77,50,35,97,41,37,86,73,51,36,6,88,76,18,2,9,21,99,17,58,67,38,29,32,43,98,70,69,33,53,47,65,60,63,82,16,91,94,66,72,3,59,92,46,79,12,15,52,30,13,26,84,8,54,22,55,61,48,7,20,39,5,62,57,4,74
54,39,68,45,32,96,10,87,69,42,38,89,57,53,88,16,59,7,73,47,84,80,36,48,77,55,8,11,33,58,21,90,94,29,31,85,51,86,67,14,1,15,28,2,35,61,20,13,97,24,4,93,62,40,56,3,50,0,46,76,60,91,49,66,71,26,63,22,30,52,78,17,37,41,65,23,9,18,34,5,99,70,95,25,79,74,6,72,81,82,19,64,98,92,12,27,75,44,43,83
77,65,13,86,20,5,75,8,64,47,0,4,35,92,78,39,98,7,6,66,19,12,33,2,30,91,62,42,31,45,9,28,48,99,73,61,67,76,1,3,69,40,34,37,81,49,11,50,46,44,51,95,97,60,29,26,59,88,82,96,16,22,71,43,90,36,14,17,70,21,89,83,80,57,94,52,23,27,10,15,79,72,18,32,68,25,56,93,58,87,38,85,54,41,74,84,53,63,55,24
36,97,87,70,84,30,75,43,18,93,40,4,7,38,25,55,86,56,90,21,76,96,63,27,53,46,44,71,50,72,16,23,9,95,37,31,80,42,1,48,2,81,69,45,15,6,13,28,26,0,39,88,73,22,62,33,12,5,58,92,54,66,74,35,94,67,32,61,19,17,8,10,77,11,47,14,41,57,34,24,60,89,20,91,59,29,65,78,68,82,79,49,99,51,64,83,3,98,85,52
57,59,11,95,19,48,27,84,80,23,50,1,72,12,53,35,45,14,49,90,68,25,46,39,75,76,7,77,34,93,67,92,16,51,10,86,66,61,38,79,62,91,63,44,94,83,13,31,17,26,73,3,33,88,82,2,85,40,54,8,69,89,64,55,6,28,98,58,60,37,21,96,4,71,42,36,41,32,99,30,29,70,78,18,9,43,81,74,97,56,87,15,65,52,22,0,5,20,24,47
42,62,29,77,89,85,87,92,44,45,30,28,40,23,65,66,4,10,86,83,19,41,61,53,21,72,57,39,15,55,6,35,74,32,38,60,84,14,79,37,80,91,11,56,5,67,94,46,64,1,50,68,76,51,95,13,52,88,9,47,69,27,99,90,96,3,73,78,20,25,2,48,22,36,17,33,12,49,97,26,16,43,59,70,8,31,71,34,24,7,54,0,58,81,93,63,75,98,18,82
80,85,13,9,43,39,89,77,48,46,19,97,69,52,75,32,2,96,61,12,99,20,36,94,6,44,29,18,76,66,82,50,72,84,49,15,41,37,10,54,55,64,27,88,91,47,0,25,31,34,42,14,5,87,26,11,56,90,28,73,68,17,98,70,1,53,7,59,62,21,93,65,81,92,22,67,23,40,86,38,60,79,16,8,58,51,30,74,3,95,57,4,45,71,33,35,63,24,83,78
33,30,40,82,86,64,84,68,47,93,42,18,44,91,13,7,31,71,67,51,27,66,15,62,56,28,87,1,48,60,12,35,74,78,98,10,70,58,6,23,46,83,21,72,8,16,0,26,39,25,89,81,92,95,61,19,90,14,80,73,22,52,57,54,59,55,36,9,85,49,99,63,79,76,20,53,37,32,65,3,38,29,45,77,75,69,94,41,88,97,34,2,96,17,11,24,4,50,43,5
20,50,46,31,2,95,51,30,39,33,45,55,29,73,43,53,13,61,8,24,17,85,83,44,1,96,64,12,28,27,71,60,68,0,15,6,87,59,93,23,70,86,80,67,14,42,92,66,79,5,36,4,77,37,49,22,21,26,63,97,89,94,52,9,72,75,90,48,82,57,84,62,41,65,74,81,18,58,32,78,99,88,25,76,10,47,19,69,40,35,38,34,98,91,16,11,56,3,54,7
62,66,39,77,2,8,53,49,37,71,96,51,40,36,5,18,54,35,70,60,48,98,17,89,33,23,42,26,93,58,30,92,57,14,10,73,75,79,28,38,12,25,95,72,21,13,91,68,20,82,69,65,1,61,97,15,67,47,63,45,11,41,56,81,22,29,34,86,80,74,83,78,87,90,88,27,19,0,84,46,94,52,64,99,6,16,44,31,50,24,59,43,32,76,3,7,4,9,85,55
54,66,30,27,16,10,46,33,13,14,76,80,11,61,77,59,57,18,24,19,38,6,56,31,78,23,7,3,70,87,49,12,73,29,35,1,17,55,22,48,9,89,62,42,94,67,40,15,97,4,92,83,63,2,65,41,32,95,53,91,81,25,0,72,58,96,47,85,39,43,74,37,71,90,45,82,52,50,8,75,93,69,34,51,28,20,36,60,98,5,26,88,21,44,99,64,68,86,84,79
99,29,95,84,57,3,56,25,60,45,76,62,66,37,55,52,13,70,46,16,50,88,92,74,61,28,89,81,87,14,78,31,4,38,12,98,7,20,96,32,34,39,86,93,27,53,26,97,79,90,47,75,6,71,68,91,44,41,33,21,23,42,22,83,1,5,30,63,94,43,10,35,2,69,65,48,72,67,64,51,36,77,0,8,9,85,40,15,73,24,17,19,49,80,58,54,59,11,82,18
33,22,17,3,19,54,45,37,57,1,99,5,75,11,64,63,53,62,27,43,81,32,70,87,56,10,86,48,76,71,21,36,80,90,58,89,2,42,69,92,77,79,78,46,38,94,65,29,6,14,7,96,82,50,88,0,98,13,47,95,23,30,9,12,91,26,85,49,66,84,59,61,83,44,74,40,72,28,41,73,8,34,60,31,15,18,55,97,67,68,52,4,24,51,35,16,20,25,93,39
69,16,48,10,59,0,68,15,65,83,34,62,46,93,79,72,55,57,38,88,53,95,45,42,29,86,11,47,97,39,24,58,51,27,50,9,5,76,75,96,81,30,52,61,8,23,63,12,43,35,40,80,78,37,85,25,60,87,21,28,20,32,82,54,99,26,84,6,2,67,13,94,19,1,71,74,4,98,7,91,41,17,70,18,89,49,44,90,31,33,22,66,92,64,73,77,56,36,14,3
17,85,26,79,53,52,19,56,74,24,25,8,15,67,13,90,43,83,3,11,92,34,84,30,45,91,48,28,99,64,36,66,6,29,50,70,7,27,61,95,63,93,78,75,1,88,39,46,89,44,60,23,97,0,87,51,55,32,42,82,4,80,5,38,2,57,94,69,68,71,96,41,98,65,40,47,10,81,76,12,62,77,49,18,86,58,73,14,59,21,54,9,35,31,20,72,16,33,37,22
88,8,68,74,7,85,39,17,4,35,22,91,15,21,29,31,53,49,62,48,24,14,95,69,1,55,61,43,63,66,54,36,93,18,44,13,87,72,26,71,58,99,76,42,10,77,82,59,25,11,64,47,0,20,33,12,32,97,52,38,83,96,65,19,73,67,27,79,57,98,6,5,37,9,89,90,40,78,80,45,60,51,41,81,50,34,16,28,56,23,75,30,94,3,2,84,92,46,70,86
69,53,33,70,48,23,50,38,0,18,11,39,3,34,44,95,6,54,62,41,36,98,15,16,56,24,66,17,1,78,91,81,31,8,86,80,25,99,77,40,10,52,76,47,14,60,72,94,46,9,37,5,12,57,92,68,45,84,7,42,71,61,88,28,59,19,27,51,32,35,89,49,2,82,85,67,20,74,75,22,97,90,26,13,58,64,87,55,93,79,43,4,63,65,30,73,21,96,83,29
85,4,48,47,73,14,12,54,98,10,81,42,60,27,1,87,52,30,32,26,94,86,74,13,68,69,19,80,51,63,20,35,58,64,72,9,50,77,8,44,25,3,5,88,59,62,45,57,97,91,75,11,41,95,55,61,31,37,78,53,65,82,70,96,7,23,38,43,0,36,39,16,46,40,84,2,34,15,67,17,6,90,18,49,99,21,71,89,92,66,28,22,24,76,79,29,56,93,33,83
28,4,9,29,1,78,85,26,43,2,99,17,51,89,70,92,8,56,62,0,91,93,50,32,30,87,31,69,64,5,35,6,98,42,94,90,60,27,58,11,20,46,74,14,66,7,59,88,96,39,67,95,72,55,41,81,86,76,53,45,21,12,84,15,80,73,71,10,33,37,36,77,23,18,34,79,61,22,49,19,13,44,40,97,68,38,25,47,16,24,82,63,48,75,54,3,52,83,57,65
71,56,91,50,58,19,23,72,32,79,70,21,54,30,31,27,69,40,65,94,86,48,77,61,13,68,53,64,88,82,33,9,37,18,85,51,78,81,1,90,38,84,80,89,55,60,93,74,95,39,42,11,47,45,4,83,92,14,10,67,12,35,0,63,25,73,17,29,97,34,7,52,3,62,49,41,87,75,76,2,26,59,96,36,22,20,6,44,16,57,5,99,28,8,46,15,66,98,43,24
32,51,99,27,54,67,29,98,59,80,24,66,8,28,90,45,57,6,88,53,85,84,22,68,94,92,4,12,5,60,37,58,47,61,63,11,39,75,49,82,44,72,79,62,95,14,91,33,10,25,55,56,81,30,42,21,20,0,34,23,18,64,70,9,41,48,40,87,15,31,46,36,2,74,35,3,86,89,16,26,76,17,97,73,78,38,65,52,71,96,83,7,93,77,13,69,43,1,50,19
83,5,53,63,30,51,67,48,62,18,98,50,55,27,49,25,80,38,28,14,97,59,43,76,45,13,65,33,15,77,9,8,70,66,95,81,36,6,82,26,4,2,94,96,41,3,58,90,88,84,23,87,16,79,56,74,19,73,52,68,1,99,57,22,69,0,91,46,89,37,35,93,20,64,60,31,39,61,21,7,54,24,40,44,29,17,34,10,72,71,12,86,75,11,78,85,32,92,47,42
82,10,99,88,38,61,3,25,33,19,67,12,18,8,98,27,73,21,35,97,4,13,36,26,42,92,47,93,50,90,60,43,31,94,23,64,1,77,84,34,63,68,9,7,16,80,62,56,76,24,5,40,53,89,74,49,70,45,14,85,81,41,75,46,48,6,54,83,78,72,96,2,44,58,29,87,39,86,55,57,69,32,71,59,91,37,95,20,22,65,17,52,28,51,15,79,30,66,0,11
3,59,18,61,89,77,20,88,83,50,38,48,6,0,85,71,56,16,31,21,75,60,30,54,93,43,9,70,51,13,44,29,23,84,42,62,86,4,12,91,68,14,26,69,96,82,19,40,35,80,22,34,1,97,36,81,79,15,92,47,66,28,39,53,27,55,98,49,32,87,73,2,99,63,7,64,33,5,11,90,95,74,57,78,8,58,67,94,65,24,46,37,72,25,17,45,52,41,76,10
62,50,30,68,42,37,99,23,4,15,73,79,19,65,35,5,21,84,41,51,93,63,24,18,32,43,56,83,13,26,17,59,60,14,29,0,52,31,96,70,78,67,82,77,86,92,16,53,40,80,2,3,12,33,87,28,45,27,20,39,55,91,94,61,64,1,76,38,58,85,57,71,54,48,47,49,34,95,6,69,10,46,89,98,90,25,81,75,44,8,36,11,74,97,22,66,9,7,72,88
13,7,82,62,38,58,94,80,93,44,27,96,29,98,15,65,22,30,86,72,55,18,25,36,53,89,11,23,73,17,81,16,3,42,78,59,24,79,87,68,6,28,43,74,35,97,66,0,48,9,34,75,92,71,60,70,33,12,63,19,26,90,39,5,77,83,85,54,51,2,95,57,41,14,45,1,88,99,47,76,49,52,46,4,20,84,8,10,31,50,21,56,40,67,69,64,37,61,32,91
22,57,83,52,81,67,47,15,28,63,60,53,7,55,79,80,72,13,11,3,93,74,29,10,25,31,64,85,65,66,30,23,77,69,86,59,87,21,44,78,5,42,68,92,4,39,40,33,99,41,12,50,82,34,35,75,90,71,84,46,14,97,9,56,88,54,8,96,45,94,6,32,91,1,27,70,62,95,37,38,20,51,61,18,49,19,43,48,16,0,36,89,76,24,73,98,17,26,58,2
71,72,58,9,46,6,14,53,63,65,67,66,80,7,79,86,50,73,34,78,89,21,0,96,91,51,76,16,11,2,36,29,93,23,83,82,18,88,60,90,15,19,40,98,85,13,95,42,59,26,84,48,39,37,8,61,45,62,70,49,97,41,12,27,24,35,56,68,55,75,47,52,28,33,10,64,4,87,30,77,17,1,38,5,25,44,43,54,92,32,22,69,74,94,57,3,99,20,81,31
34,91,81,19,40,0,77,13,71,6,80,88,12,29,28,23,90,70,51,33,26,38,4,44,83,57,97,52,94,89,41,20,22,45,18,79,14,46,11,67,56,30,65,7,10,49,16,78,32,54,3,84,92,72,96,21,61,8,63,53,9,25,24,66,37,50,60,39,93,62,74,1,47,87,82,99,95,5,85,27,59,35,86,55,98,48,15,36,17,68,69,31,73,2,58,76,64,42,75,43
69,45,82,70,77,52,41,22,79,73,48,98,19,95,15,56,16,26,67,50,71,99,30,51,9,83,38,20,59,55,6,29,64,40,42,31,96,27,35,80,75,65,37,24,17,87,91,84,18,72,85,7,66,23,93,74,10,88,34,4,39,97,54,57,28,5,1,2,68,94,53,92,86,43,8,33,44,47,81,49,60,89,13,78,25,12,14,76,32,21,61,36,90,11,46,62,63,0,3,58
77,32,46,78,49,3,64,35,87,91,71,45,26,20,21,1,27,57,67,70,30,89,60,39,95,73,68,10,99,41,55,16,15,54,42,61,44,97,6,53,62,98,96,75,25,19,47,59,28,82,83,51,14,88,7,13,80,79,66,34,11,52,36,84,4,18,58,29,23,81,85,9,12,63,24,43,31,37,92,5,2,74,90,69,8,56,0,65,22,72,38,33,17,48,86,76,50,94,93,40
39,94,3,90,85,14,49,18,34,41,83,11,50,10,92,6,93,89,22,69,87,68,25,64,32,40,56,46,47,59,9,12,72,88,99,71,98,30,97,80,21,78,20,61,74,60,19,62,76,82,24,8,45,29,7,26,75,27,70,43,58,37,0,66,86,4,84,81,23,57,54,15,77,1,35,95,67,2,44,33,65,36,63,31,42,73,55,52,38,5,51,17,96,13,79,53,91,48,16,28
38,96,51,63,25,53,26,39,33,7,37,98,22,15,92,45,55,77,76,52,42,20,87,84,46,73,88,59,5,23,49,27,85,80,4,35,95,0,3,28,99,18,9,70,1,86,66,57,19,48,61,82,54,89,41,65,11,64,32,58,94,68,8,75,69,29,71,30,36,6,34,79,60,91,13,72,2,14,83,17,74,43,44,40,31,97,81,24,90,10,47,12,56,16,21,50,93,62,78,67
32,43,91,28,33,44,74,79,81,30,85,55,51,67,66,86,72,61,1,38,84,5,90,21,37,95,36,97,63,13,88,54,9,52,69,45,62,46,7,24,47,27,49,58,59,53,87,64,99,93,75,11,34,83,82,98,77,78,73,4,16,20,68,48,18,14,6,10,15,71,50,0,65,8,22,17,40,94,19,60,41,96,31,70,89,80,42,29,3,76,25,39,57,35,12,23,2,56,26,92
81,14,24,40,42,90,11,94,72,43,30,56,59,36,77,76,74,46,99,29,51,39,87,83,20,69,97,80,15,79,12,53,91,1,38,67,55,2,89,23,58,6,52,75,19,27,0,41,3,96,16,73,98,60,18,35,54,34,66,22,82,71,32,68,61,50,33,95,44,62,4,85,93,5,70,7,31,8,92,65,63,64,86,84,48,25,17,13,88,37,28,26,21,57,10,78,47,9,45,49
68,20,51,89,39,96,64,59,11,90,88,58,12,50,61,97,49,42,69,67,47,31,70,21,78,33,22,25,6,57,86,4,71,85,65,24,5,93,87,26,76,18,9,77,3,1,84,29,44,19,17,27,8,99,28,30,43,91,81,92,13,63,0,73,7,55,74,56,35,53,54,80,62,83,79,37,15,38,60,40,34,45,95,46,14,41,16,52,72,98,75,10,48,66,2,94,36,23,32,82
54,74,16,81,83,68,12,86,40,58,22,1,91,10,59,70,8,9,71,95,84,47,20,96,55,39,13,56,23,33,77,7,78,65,45,52,49,15,35,36,18,30,38,42,99,62,48,44,27,76,63,82,92,94,89,29,3,19,64,34,60,85,6,26,5,51,61,14,93,31,37,97,28,32,50,66,0,73,53,24,41,88,72,17,11,69,98,67,43,87,79,80,75,21,25,57,90,4,2,46
17,8,83,61,21,26,76,97,92,14,34,30,15,62,28,69,74,47,80,90,51,3,31,91,16,54,40,63,99,55,78,68,84,60,10,43,98,87,82,45,57,29,38,0,7,53,95,93,65,20,27,36,48,37,1,35,56,70,73,79,44,77,22,19,39,9,75,72,41,88,94,89,5,12,64,49,2,11,23,50,42,6,86,52,81,33,13,24,58,4,25,96,67,46,66,18,85,32,59,71
56,4,62,45,6,37,74,68,95,79,72,58,32,20,59,34,97,10,99,16,91,3,44,14,15,40,5,71,46,2,51,78,49,17,11,55,93,24,60,66,63,13,84,82,90,8,41,1,77,47,57,48,22,35,36,42,9,52,33,50,25,12,76,30,65,86,29,69,53,81,21,31,0,96,88,94,18,75,92,64,26,85,89,43,67,87,19,80,70,39,23,28,27,7,61,73,83,98,54,38
99,20,16,22,87,12,76,27,52,24,18,88,97,46,70,77,67,68,64,39,49,81,91,40,0,41,37,8,72,32,17,21,1,86,50,61,28,73,59,98,30,36,34,89,63,42,84,7,66,92,25,14,58,26,10,43,60,74,93,82,29,19,35,53,80,85,78,90,4,95,55,23,69,6,3,11,62,2,48,38,13,83,51,56,79,15,94,9,44,45,31,57,65,54,33,47,71,96,5,75
91,37,54,86,34,5,82,22,62,94,59,40,67,7,2,74,58,13,0,30,65,95,75,93,55,26,51,57,15,36,24,17,98,9,76,32,97,3,49,87,12,83,6,19,68,8,28,43,78,89,92,64,23,60,80,48,39,73,27,11,70,38,29,50,21,69,84,14,77,35,66,10,96,72,42,99,47,18,20,52,85,45,53,56,31,4,81,88,61,79,16,44,1,33,71,25,63,41,90,46
38,90,48,45,44,94,32,16,3,21,83,39,87,24,15,30,49,76,0,69,10,99,19,35,92,36,33,29,57,1,72,75,70,12,40,93,17,68,51,95,80,54,20,82,5,34,86,61,25,73,37,7,64,8,81,77,28,55,42,60,13,66,27,22,85,41,2,46,50,6,71,23,84,74,18,47,52,53,58,88,56,14,65,26,67,62,89,31,9,43,59,91,11,79,63,78,98,97,96,4
31,88,44,18,58,67,73,96,11,94,83,41,27,25,17,57,65,99,26,85,13,54,92,86,4,22,78,40,62,48,49,42,15,39,7,37,51,60,79,6,2,97,82,36,75,55,80,72,56,74,32,81,34,95,19,59,35,28,91,89,87,30,3,33,12,53,45,68,29,0,63,69,24,9,84,98,47,64,10,77,71,70,52,50,61,20,1,46,90,8,5,23,93,21,43,16,66,76,14,38
37,35,61,42,59,11,96,48,88,69,83,17,22,85,38,67,78,43,74,89,53,18,76,30,39,13,40,16,34,7,56,75,82,46,29,66,90,99,31,92,86,60,57,51,3,32,10,77,50,20,70,26,4,21,91,8,71,72,5,44,1,36,49,80,25,73,54,68,87,33,94,24,98,0,97,64,52,81,12,63,28,2,6,58,55,15,41,62,93,23,47,45,9,65,79,95,14,19,84,27
